ticker,schemaVersion,modoNiveles,marcoCalculo,zonaLowManual,zonaHighManual,soporteManual,invalidationManual,resistenciaManual,liquidezManual,avwapPivotManual,avwapBreakoutManual,extendedTarget,asOf,fuenteDatos,swingSma20,swingSma50,swingTarget,pivotLowAnchorAt,breakoutAnchorAt,swingVerdict,swingDirection,swingScore,swingEntryGatePassed,stImpulseLow,stImpulseHigh,stImpulseLowAt,stImpulseHighAt,stFib618,stFib50,stFib1618,stZoneLow,stZoneHigh,stSupport20,stResistance20,stInvalidation,stPrimaryTarget,stExtendedTarget,stGeometryStatus,stMaturity,stEligible,stReasons,geriZoneLow,geriZoneHigh,geriInvalidation,geriActiveLevelKind,geriActiveLevelPrice,geriActiveLevelSequence,geriMaturity,geriTradeSide,geriBounceConfirmed,geriFastConfirmation,geriFourHourConfirmation,geriReasons,geriN1Kind,geriN1Price,geriN2Kind,geriN2Price,geriN3Kind,geriN3Price,swingInvalidationSources,supportState,supportConfirmationType,supportZoneLow,supportZoneCenter,supportZoneHigh,supportInvalidation,supportScore,supportReactionScore,supportReversalScore,supportActionabilityScore,supportZonePosition,supportSources,supportImpulseOrigin,supportImpulseOriginAt,supportImpulsePeak,supportImpulseAdvancePercent,supportFib50,supportFib618,supportFib786,supportReasons
MCHB,3,MANUAL,DIARIO FIJO,15.6081,15.9185,15.4850,15.2527,17.1700,17.3750,15.7633,16.4587,19.1641,2026-09-04T20:00:00Z,ALPACA_DIRECTO,16.3498,16.2699,16.9396,2026-09-01T04:00:00Z,2026-08-03T04:00:00Z,WATCH,BULLISH,64.00,false,14.4800,17.3750,2026-06-17T04:00:00Z,2026-08-13T04:00:00Z,15.5859,15.9275,19.1641,15.5859,15.9275,15.4850,17.3750,15.3298,17.3750,19.1641,ENGINE_ASSESSMENT,ST1,true,swing_trade_st1|spot_in_zone|swing_trade_entry_trigger_pending|entry_rejection_pending|entry_vwap_gate_pending|entry_session_rvol_pending|recovery_observation_watching,0,0,0,SUPPORT,15.7050,2,BUILDING,SHORT,false,false,false,structural_chain_rebased|manual_monitor_only|g0_structure_building|trade_side:SHORT|active_level:2:SUPPORT,RESISTANCE,15.8700,SUPPORT,15.7050,SIN_DATO,0,SIN_DATO,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,SIN_DATO,SIN_DATO,0,SIN_DATO,0,0,0,0,0,SIN_DATO
ABVX,3,MANUAL,DIARIO FIJO,111.6461,115.3472,110.2200,108.5667,130.9300,133.5200,113.4966,128.0898,193.2114,2026-09-04T20:00:00Z,ALPACA_DIRECTO,117.8585,125.1534,126.9816,2026-09-01T04:00:00Z,2026-07-02T04:00:00Z,AVOID,BEARISH,0.00,false,74.7900,147.9800,2026-06-24T04:00:00Z,2026-07-06T04:00:00Z,102.7486,111.3850,193.2114,102.7486,111.3850,110.2200,130.5000,108.3695,130.5000,193.2114,ENGINE_ASSESSMENT,ST2,true,swing_trade_st2|support_confluence|entry_rejection_pending|entry_vwap_gate_pending|entry_session_rvol_pending|recovery_observation_watching,0,0,0,SUPPORT,110.2200,2,BUILDING,SHORT,false,false,false,structural_chain_rebased|manual_monitor_only|g0_structure_building|trade_side:SHORT|active_level:2:SUPPORT,RESISTANCE,114.3300,SUPPORT,110.2200,SIN_DATO,0,SIN_DATO,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,SIN_DATO,SIN_DATO,0,SIN_DATO,0,0,0,0,0,SIN_DATO
SHW,3,MANUAL,DIARIO FIJO,324.1665,331.3935,327.7800,322.8633,369.7300,372.1600,341.7740,350.8100,416.0751,2026-09-04T20:00:00Z,ALPACA_DIRECTO,347.6100,343.0074,355.1334,2026-08-20T04:00:00Z,2026-08-05T04:00:00Z,WATCH,BULLISH,26.00,false,301.1000,372.1600,2026-07-23T04:00:00Z,2026-08-07T04:00:00Z,328.2449,336.6300,416.0751,328.2449,336.6300,327.7800,368.3200,324.1665,368.3200,416.0751,ENGINE_ASSESSMENT,ST2,true,swing_trade_st2|support_confluence|spot_in_zone|swing_trade_entry_trigger_pending|entry_vwap_gate_pending|entry_session_rvol_pending|recovery_observation_watching,0,0,0,RESISTANCE,336.0700,1,BUILDING,SHORT,false,false,false,structural_chain_rebased|manual_monitor_only|g0_structure_building|trade_side:SHORT|active_level:1:RESISTANCE,RESISTANCE,336.0700,SIN_DATO,0,SIN_DATO,0,SIN_DATO,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,SIN_DATO,SIN_DATO,0,SIN_DATO,0,0,0,0,0,SIN_DATO
WST,3,MANUAL,DIARIO FIJO,337.3874,344.5872,335.5100,330.4774,354.0700,360.2850,340.9873,349.6527,425.5891,2026-09-04T20:00:00Z,ALPACA_DIRECTO,347.2290,350.1190,358.9552,2026-08-31T04:00:00Z,2026-07-01T04:00:00Z,WATCH,BULLISH,4.00,false,321.9400,386.0000,2026-06-17T04:00:00Z,2026-07-23T04:00:00Z,346.4109,353.9700,425.5891,346.4109,353.9700,335.5100,360.2850,331.9101,360.2850,425.5891,ENGINE_ASSESSMENT,SIN_DATO,false,swing_trade_no_thesis|base_gate_failed|entry_rejection_pending|entry_vwap_gate_pending|entry_session_rvol_pending|recovery_observation_watching,0,0,0,SUPPORT,330.6900,2,BUILDING,SHORT,false,false,false,manual_monitor_only|g0_structure_building|trade_side:SHORT|active_level:2:SUPPORT,RESISTANCE,339.6100,SUPPORT,330.6900,SIN_DATO,0,SIN_DATO,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,SIN_DATO,SIN_DATO,0,SIN_DATO,0,0,0,0,0,SIN_DATO
PTF,3,MANUAL,DIARIO FIJO,98.0291,102.5438,91.5950,90.2211,118.2900,118.8900,96.3329,100.2864,0,2026-09-04T20:00:00Z,ALPACA_DIRECTO,102.9411,106.5500,119.9478,2026-08-24T04:00:00Z,2026-08-17T04:00:00Z,AVOID,BEARISH,13.00,false,0,0,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,0,0,ENGINE_REJECTED,SIN_DATO,SIN_DATO,SwingTrade LONG impulse requires low before high,0,0,0,SUPPORT,93.0600,1,BUILDING,LONG,false,false,false,structural_chain_rebased|manual_monitor_only|g0_structure_building|trade_side:LONG|active_level:1:SUPPORT,SUPPORT,93.0600,SIN_DATO,0,SIN_DATO,0,SWING_DIARIO,LIQUIDITY_SWEEP,NONE,99.0744,100.0619,101.1115,95.6884,64.0000,68.6000,10.0000,49.4100,IN_ZONE,pivot_daily_356|daily_sma200|round_number,84.9200,2026-07-29T04:00:00Z,118.8900,40.0024,0,0,0,liquidity_sweep_waiting_for_reclaim
PWR,3,MANUAL,DIARIO FIJO,603.1385,626.7023,593.7000,584.7945,722.3100,724.8000,614.9204,639.3914,0,2026-09-04T20:00:00Z,ALPACA_DIRECTO,645.0625,652.1758,703.6710,2026-09-01T04:00:00Z,2026-08-17T04:00:00Z,AVOID,BEARISH,0.00,false,0,0,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,0,0,ENGINE_REJECTED,SIN_DATO,SIN_DATO,SwingTrade LONG impulse requires low before high,0,0,0,SUPPORT,597.8750,2,BUILDING,SHORT,false,false,false,structural_chain_rebased|manual_monitor_only|g0_structure_building|trade_side:SHORT|active_level:2:SUPPORT,RESISTANCE,612.1900,SUPPORT,597.8750,SIN_DATO,0,SWING_DIARIO,FIRST_TOUCH,NONE,636.8150,645.1810,654.5322,619.1421,100.0000,48.0000,0.0000,43.9033,BELOW_ZONE,pivot_weekly_404|daily_sma50|weekly_sma10|weekly_sma30,554.1200,2026-07-29T04:00:00Z,724.8000,30.8020,691.1301,683.1839,671.8708,key_support_first_touch
CNS,3,MANUAL,DIARIO FIJO,79.7347,82.2225,76.8250,75.6726,85.6500,86.5600,78.3417,82.2358,95.0884,2026-09-04T20:00:00Z,ALPACA_DIRECTO,82.0170,80.9786,88.5048,2026-09-02T04:00:00Z,2026-07-17T04:00:00Z,WATCH,BULLISH,51.00,false,72.7600,86.5600,2026-07-17T04:00:00Z,2026-08-11T04:00:00Z,78.0316,79.6600,95.0884,78.0316,79.6600,76.8250,86.5600,75.5811,86.5600,95.0884,ENGINE_ASSESSMENT,ST1,true,swing_trade_st1|entry_rejection_pending|entry_vwap_gate_pending|entry_session_rvol_pending|recovery_observation_watching,0,0,0,SUPPORT,76.8700,2,BUILDING,SHORT,false,false,false,structural_chain_rebased|manual_monitor_only|g0_structure_building|trade_side:SHORT|active_level:2:SUPPORT,RESISTANCE,78.6400,SUPPORT,76.8700,SIN_DATO,0,SIN_DATO,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,SIN_DATO,SIN_DATO,0,SIN_DATO,0,0,0,0,0,SIN_DATO
QCLN,3,MANUAL,DIARIO FIJO,47.9500,49.1328,47.4800,46.7678,53.4200,54.3800,48.5414,0,0,2026-09-04T20:00:00Z,ALPACA_DIRECTO,50.6145,52.2887,54.7844,2026-09-01T04:00:00Z,SIN_DATO,AVOID,BEARISH,0.00,false,0,0,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,0,0,ENGINE_REJECTED,SIN_DATO,SIN_DATO,SwingTrade LONG impulse requires low before high,0,0,0,SUPPORT,47.4800,2,BUILDING,SHORT,false,false,false,structural_chain_rebased|manual_monitor_only|g0_structure_building|trade_side:SHORT|active_level:2:SUPPORT,RESISTANCE,49.0050,SUPPORT,47.4800,SIN_DATO,0,SWING_DIARIO,SINGLE_SUPPORT_NEARBY,NONE,48.8617,48.9800,49.0983,47.9746,32.0000,0,0,6.9860,ABOVE_ZONE,pivot_daily_368,46.2000,2026-07-29T04:00:00Z,54.3800,17.7056,0,0,0,single_support_nearby_without_independent_confluence|informational_only_not_swing_confirmation
PCT,3,MANUAL,DIARIO FIJO,6.2860,6.6298,6.0910,5.9996,7.6500,7.9400,6.4579,6.8358,0,2026-09-04T20:00:00Z,ALPACA_DIRECTO,6.7913,6.8241,7.1558,2026-08-25T04:00:00Z,2026-08-11T04:00:00Z,AVOID,BEARISH,0.00,false,0,0,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,0,0,ENGINE_REJECTED,SIN_DATO,SIN_DATO,SwingTrade LONG impulse requires low before high,0,0,0,SUPPORT,5.8800,2,BUILDING,SHORT,false,false,false,manual_monitor_only|g0_structure_building|trade_side:SHORT|active_level:2:SUPPORT,RESISTANCE,6.2150,SUPPORT,5.8800,SIN_DATO,0,SWING_DIARIO,LIQUIDITY_SWEEP,NONE,6.5656,6.6775,6.7644,6.3078,84.0000,61.6000,10.0000,38.2983,BELOW_ZONE,pivot_daily_357|pivot_daily_363|weekly_sma10,5.7500,2026-07-27T04:00:00Z,7.9400,38.0870,0,0,0,liquidity_sweep_waiting_for_reclaim
PBW,3,MANUAL,DIARIO FIJO,30.9178,31.7017,30.7600,30.2986,35.1200,35.7500,31.3097,0,0,2026-09-04T20:00:00Z,ALPACA_DIRECTO,33.0815,33.8608,34.8628,2026-09-01T04:00:00Z,SIN_DATO,AVOID,BEARISH,0.00,false,0,0,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,0,0,ENGINE_REJECTED,SIN_DATO,SIN_DATO,SwingTrade LONG impulse requires low before high,0,0,0,SUPPORT,31.4800,2,BUILDING,SHORT,false,false,false,structural_chain_rebased|manual_monitor_only|g0_structure_building|trade_side:SHORT|active_level:2:SUPPORT,RESISTANCE,31.7600,SUPPORT,31.4800,SIN_DATO,0,SWING_DIARIO,SINGLE_SUPPORT_NEARBY,NONE,30.6816,30.7600,30.8384,30.0937,32.0000,0,0,0.0000,ABOVE_ZONE,pivot_daily_374,29.8200,2026-07-29T04:00:00Z,35.7500,19.8860,0,0,0,single_support_nearby_without_independent_confluence|informational_only_not_swing_confirmation
XSD,3,MANUAL,DIARIO FIJO,474.2349,490.2546,466.3400,459.3449,549.3400,558.6400,482.2447,0,0,2026-09-04T20:00:00Z,ALPACA_DIRECTO,504.5450,520.0824,555.2702,2026-08-24T04:00:00Z,SIN_DATO,AVOID,BEARISH,0.00,false,0,0,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,0,0,ENGINE_REJECTED,SIN_DATO,SIN_DATO,SwingTrade LONG impulse requires low before high,0,0,0,RESISTANCE,503.8000,3,ARMED,SHORT,false,false,false,structural_chain_rebased|manual_monitor_only|g0_level_armed|trade_side:SHORT|active_level:3:RESISTANCE,RESISTANCE,496.4000,SUPPORT,489.5000,RESISTANCE,503.8000,SIN_DATO,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,SIN_DATO,SIN_DATO,0,SIN_DATO,0,0,0,0,0,SIN_DATO
PONY,3,MANUAL,DIARIO FIJO,7.1796,7.6394,6.7300,6.6291,8.4700,8.6250,7.1179,7.6742,0,2026-09-04T20:00:00Z,ALPACA_DIRECTO,7.7153,7.4095,8.7768,2026-09-02T04:00:00Z,2026-08-10T04:00:00Z,WATCH,BULLISH,41.00,false,0,0,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,0,0,ENGINE_REJECTED,SIN_DATO,SIN_DATO,SwingTrade LONG impulse requires low before high,0,0,0,SUPPORT,7.1810,2,BUILDING,SHORT,false,false,false,structural_chain_rebased|manual_monitor_only|g0_structure_building|trade_side:SHORT|active_level:2:SUPPORT,RESISTANCE,7.2500,SUPPORT,7.1810,SIN_DATO,0,SIN_DATO,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,SIN_DATO,SIN_DATO,0,SIN_DATO,0,0,0,0,0,SIN_DATO
